es,synonym,vanilla,0.8295667878638534,2715
es,word_order,vanilla,0.8318714553864183,2715
es,spelling,vanilla,0.8418055908144113,2713
es,expansion_noimpact,vanilla,0.827097751882986,2713
es,intensifier,vanilla,0.8177445316409373,2715
es,expansion_impact,vanilla,0.805044918562311,2714
es,omission,vanilla,0.7856010210548148,2711
es,alteration,vanilla,0.7332416806592099,2707
es,synonym,semantic,0.8279085761945559,3196
es,word_order,semantic,0.8307331370598702,3184
es,spelling,semantic,0.8451707653063166,3202
es,expansion_noimpact,semantic,0.8249055363197619,3194
es,intensifier,semantic,0.8263548876908253,3204
es,expansion_impact,semantic,0.8064012356412127,3182
es,omission,semantic,0.8003249861871994,3201
es,alteration,semantic,0.723082910862282,3189
es,synonym,atomic,0.8334902424961609,2655
es,word_order,atomic,0.8390584733955708,2656
es,spelling,atomic,0.855641956598908,2644
es,expansion_noimpact,atomic,0.8373481801150527,2627
es,intensifier,atomic,0.8318972255249236,2661
es,expansion_impact,atomic,0.8232879686839262,2658
es,omission,atomic,0.8021015009589361,2642
es,alteration,atomic,0.7444909502232449,2638
fr,synonym,vanilla,0.8264774852576277,2717
fr,word_order,vanilla,0.8299178458766732,2712
fr,spelling,vanilla,0.8382183598390477,2715
fr,expansion_noimpact,vanilla,0.8228297088852781,2716
fr,intensifier,vanilla,0.8216038590925703,2715
